roundId,price,startedAt,updatedAt,answeredInRound
18446744073709575077,364592850,1720655085,1720655085,18446744073709575077
18446744073709575076,362746922,1720653945,1720653945,18446744073709575076
18446744073709575075,360834720,1720652804,1720652804,18446744073709575075
18446744073709575074,359028070,1720650163,1720650163,18446744073709575074
18446744073709575073,357100000,1720649595,1720649595,18446744073709575073
18446744073709575072,358980000,1720646682,1720646682,18446744073709575072
18446744073709575071,356877782,1720646174,1720646174,18446744073709575071
18446744073709575070,358867698,1720644521,1720644521,18446744073709575070
18446744073709575069,357020000,1720643890,1720643890,18446744073709575069
18446744073709575068,358942330,1720639991,1720639991,18446744073709575068
18446744073709575067,357127790,1720639931,1720639931,18446744073709575067
18446744073709575066,355170000,1720638878,1720638878,18446744073709575066
18446744073709575065,356970000,1720635967,1720635967,18446744073709575065
18446744073709575064,359102403,1720632426,1720632426,18446744073709575064
18446744073709575063,360970348,1720631045,1720631045,18446744073709575063
18446744073709575062,362955992,1720630265,1720630265,18446744073709575062
18446744073709575061,364844240,1720629995,1720629995,18446744073709575061
18446744073709575060,366681873,1720629694,1720629694,18446744073709575060
18446744073709575059,369072180,1720628884,1720628884,18446744073709575059
18446744073709575058,371129472,1720628584,1720628584,18446744073709575058
18446744073709575057,373342210,1720628194,1720628194,18446744073709575057
18446744073709575056,370925800,1720627564,1720627564,18446744073709575056
18446744073709575055,368380000,1720626906,1720626906,18446744073709575055
18446744073709575054,370582990,1720626363,1720626363,18446744073709575054
18446744073709575053,368450000,1720626243,1720626243,18446744073709575053
18446744073709575052,364110000,1720625555,1720625555,18446744073709575052
18446744073709575051,361879470,1720624742,1720624742,18446744073709575051
18446744073709575050,360031580,1720624352,1720624352,18446744073709575050
18446744073709575049,357877608,1720622882,1720622882,18446744073709575049
18446744073709575048,359699260,1720621591,1720621591,18446744073709575048
18446744073709575047,357711682,1720620751,1720620751,18446744073709575047
18446744073709575046,360404408,1720620601,1720620601,18446744073709575046
18446744073709575045,362649222,1720620181,1720620181,18446744073709575045
18446744073709575044,360171184,1720618950,1720618950,18446744073709575044
18446744073709575043,362460000,1720618710,1720618710,18446744073709575043
18446744073709575042,360325653,1720618590,1720618590,18446744073709575042
18446744073709575041,363292620,1720618320,1720618320,18446744073709575041
18446744073709575040,361080000,1720618020,1720618020,18446744073709575040
18446744073709575039,363680000,1720617180,1720617180,18446744073709575039
18446744073709575038,361867681,1720616639,1720616639,18446744073709575038
18446744073709575037,363863610,1720616489,1720616489,18446744073709575037
18446744073709575036,361398226,1720616311,1720616311,18446744073709575036
18446744073709575035,358977443,1720614838,1720614838,18446744073709575035
18446744073709575034,361118150,1720614718,1720614718,18446744073709575034
18446744073709575033,363181840,1720614478,1720614478,18446744073709575033
18446744073709575032,365122597,1720610486,1720610486,18446744073709575032
18446744073709575031,367730000,1720610247,1720610247,18446744073709575031
18446744073709575030,370080000,1720608086,1720608086,18446744073709575030
18446744073709575029,368234940,1720607725,1720607725,18446744073709575029
18446744073709575028,366060000,1720607515,1720607515,18446744073709575028
18446744073709575027,364134550,1720606434,1720606434,18446744073709575027
18446744073709575026,366236069,1720606104,1720606104,18446744073709575026
